...1,Date,Saison,Home,Away,Punkte Heim,Punkte Gast,Home_W,Punktedifferenz,Zuschauer,Budget_Total,Budget_Spieler
4760,2021-01-15,2020/21,Olympiacos Piraeus,LDLC ASVEL,63,69,0,-6,NA,NA,NA
4761,2021-01-15,2020/21,FC Bayern München,Real Madrid,76,81,0,-5,NA,NA,NA
4762,2021-01-15,2020/21,Valencia Basket,Crvena Zvezda Belgrade,91,71,1,20,NA,NA,NA
4763,2021-01-19,2020/21,LDLC ASVEL,Olympiacos Piraeus,93,101,0,-8,NA,NA,NA
4764,2021-01-21,2020/21,Zenit St. Petersburg,Anadolu Efes Istanbul,85,78,1,7,NA,NA,NA
4765,2021-01-21,2020/21,AX Milano,FC Bayern München,75,51,1,24,NA,NA,NA
4766,2021-01-21,2020/21,LDLC ASVEL,Valencia Basket,90,77,1,13,NA,NA,NA
4767,2021-01-21,2020/21,Panathinaikos Athens,Khimki Moscow Region,94,78,1,16,NA,NA,NA
4768,2021-01-21,2020/21,Maccabi Tel Aviv,Real Madrid,86,84,1,2,NA,NA,NA
4769,2021-01-22,2020/21,CSKA Moscow,Fenerbahce BEKO,83,89,0,-6,NA,NA,NA
4770,2021-01-22,2020/21,Crvena Zvezda Belgrade,FC Barcelona,60,72,0,-12,NA,NA,NA
4771,2021-01-22,2020/21,Zalgiris Kaunas,Olympiacos Piraeus,81,79,1,2,NA,NA,NA
4772,2021-01-22,2020/21,Baskonia,ALBA Berlin,77,84,0,-7,NA,NA,NA
4773,2021-01-26,2020/21,Khimki Moscow Region,FC Bayern München,93,95,0,-2,NA,NA,NA
4774,2021-01-26,2020/21,Anadolu Efes Istanbul,Crvena Zvezda Belgrade,86,72,1,14,NA,NA,NA
4775,2021-01-26,2020/21,Fenerbahce BEKO,Maccabi Tel Aviv,82,75,1,7,NA,NA,NA
4776,2021-01-26,2020/21,AX Milano,Olympiacos Piraeus,90,79,1,11,NA,NA,NA
4777,2021-01-26,2020/21,FC Barcelona,Zenit St. Petersburg,85,81,1,4,NA,NA,NA
4778,2021-01-27,2020/21,ALBA Berlin,CSKA Moscow,68,71,0,-3,NA,NA,NA
4779,2021-01-27,2020/21,LDLC ASVEL,Baskonia,83,77,1,6,NA,NA,NA
4780,2021-01-27,2020/21,Real Madrid,Panathinaikos Athens,76,66,1,10,NA,NA,NA
4781,2021-01-27,2020/21,Valencia Basket,Zalgiris Kaunas,78,79,0,-1,NA,NA,NA
4782,2021-01-28,2020/21,Khimki Moscow Region,Fenerbahce BEKO,76,107,0,-31,NA,NA,NA
4783,2021-01-28,2020/21,AX Milano,Zenit St. Petersburg,82,76,1,6,NA,NA,NA
4784,2021-01-28,2020/21,Olympiacos Piraeus,FC Barcelona,74,76,0,-2,NA,NA,NA
4785,2021-01-29,2020/21,CSKA Moscow,FC Bayern München,66,69,0,-3,NA,NA,NA
4786,2021-01-29,2020/21,ALBA Berlin,Real Madrid,63,72,0,-9,NA,NA,NA
4787,2021-01-29,2020/21,Crvena Zvezda Belgrade,LDLC ASVEL,78,81,0,-3,NA,NA,NA
4788,2021-01-29,2020/21,Panathinaikos Athens,Valencia Basket,91,72,1,19,NA,NA,NA
4789,2021-01-29,2020/21,Baskonia,Zalgiris Kaunas,81,68,1,13,NA,NA,NA
4790,2021-02-04,2020/21,FC Barcelona,Anadolu Efes Istanbul,86,88,0,-2,NA,NA,NA
4791,2021-02-04,2020/21,Valencia Basket,CSKA Moscow,105,103,1,2,NA,NA,NA
4792,2021-02-05,2020/21,Fenerbahce BEKO,Zenit St. Petersburg,92,84,1,8,NA,NA,NA
4793,2021-02-05,2020/21,FC Bayern München,ALBA Berlin,101,95,1,6,NA,NA,NA
4794,2021-02-05,2020/21,LDLC ASVEL,AX Milano,78,69,1,9,NA,NA,NA
4795,2021-02-05,2020/21,Olympiacos Piraeus,Panathinaikos Athens,77,88,0,-11,NA,NA,NA
4796,2021-02-05,2020/21,Real Madrid,Baskonia,64,84,0,-20,NA,NA,NA
4797,2021-02-13,2020/21,Real Madrid,Crvena Zvezda Belgrade,77,79,0,-2,NA,NA,NA
4798,2021-02-18,2020/21,Anadolu Efes Istanbul,Olympiacos Piraeus,76,53,1,23,NA,NA,NA
4799,2021-02-18,2020/21,Khimki Moscow Region,Baskonia,67,89,0,-22,NA,NA,NA
4800,2021-02-18,2020/21,AX Milano,Maccabi Tel Aviv,87,68,1,19,NA,NA,NA
4801,2021-02-18,2020/21,FC Barcelona,Zalgiris Kaunas,86,62,1,24,NA,NA,NA
4802,2021-02-19,2020/21,Fenerbahce BEKO,ALBA Berlin,89,84,1,5,NA,NA,NA
4803,2021-02-19,2020/21,Crvena Zvezda Belgrade,Zenit St. Petersburg,75,76,0,-1,NA,NA,NA
4804,2021-02-19,2020/21,LDLC ASVEL,FC Bayern München,87,79,1,8,NA,NA,NA
4805,2021-02-19,2020/21,Valencia Basket,Real Madrid,89,78,1,11,NA,NA,NA
4806,2021-02-22,2020/21,Zenit St. Petersburg,AX Milano,79,70,1,9,NA,NA,NA
4807,2021-02-23,2020/21,Zalgiris Kaunas,Crvena Zvezda Belgrade,75,62,1,13,NA,NA,NA
4808,2021-02-25,2020/21,Zenit St. Petersburg,Valencia Basket,62,91,0,-29,NA,NA,NA
4809,2021-02-25,2020/21,Olympiacos Piraeus,CSKA Moscow,74,75,0,-1,NA,NA,NA
4810,2021-02-25,2020/21,FC Bayern München,Maccabi Tel Aviv,72,70,1,2,NA,NA,NA
4811,2021-02-25,2020/21,AX Milano,Khimki Moscow Region,84,74,1,10,NA,NA,NA
4812,2021-02-25,2020/21,Real Madrid,Zalgiris Kaunas,70,58,1,12,NA,NA,NA
4813,2021-02-26,2020/21,Fenerbahce BEKO,Anadolu Efes Istanbul,74,106,0,-32,NA,NA,NA
4814,2021-02-26,2020/21,ALBA Berlin,Panathinaikos Athens,74,65,1,9,NA,NA,NA
4815,2021-02-26,2020/21,Baskonia,Crvena Zvezda Belgrade,87,67,1,20,NA,NA,NA
4816,2021-02-26,2020/21,FC Barcelona,LDLC ASVEL,69,76,0,-7,NA,NA,NA
4817,2021-03-02,2020/21,Khimki Moscow Region,Real Madrid,78,77,1,1,NA,NA,NA
4818,2021-03-02,2020/21,Zenit St. Petersburg,ALBA Berlin,87,71,1,16,NA,NA,NA
4819,2021-03-02,2020/21,Anadolu Efes Istanbul,Valencia Basket,99,83,1,16,NA,NA,NA
4820,2021-03-02,2020/21,Panathinaikos Athens,FC Barcelona,77,85,0,-8,NA,NA,NA
4821,2021-03-02,2020/21,Maccabi Tel Aviv,CSKA Moscow,80,84,0,-4,NA,NA,NA
4822,2021-03-02,2020/21,Crvena Zvezda Belgrade,FC Bayern München,76,78,0,-2,NA,NA,NA
4823,2021-03-03,2020/21,Zalgiris Kaunas,LDLC ASVEL,85,75,1,10,NA,NA,NA
4824,2021-03-03,2020/21,AX Milano,Fenerbahce BEKO,92,100,0,-8,NA,NA,NA
4825,2021-03-03,2020/21,Baskonia,Olympiacos Piraeus,91,66,1,25,NA,NA,NA
4826,2021-03-04,2020/21,Zenit St. Petersburg,Real Madrid,71,75,0,-4,NA,NA,NA
4827,2021-03-04,2020/21,Anadolu Efes Istanbul,CSKA Moscow,100,70,1,30,NA,NA,NA
4828,2021-03-04,2020/21,FC Bayern München,Panathinaikos Athens,76,71,1,5,NA,NA,NA
4829,2021-03-04,2020/21,Maccabi Tel Aviv,Valencia Basket,84,72,1,12,NA,NA,NA
4830,2021-03-05,2020/21,Khimki Moscow Region,ALBA Berlin,81,100,0,-19,NA,NA,NA
4831,2021-03-05,2020/21,Zalgiris Kaunas,AX Milano,64,69,0,-5,NA,NA,NA
4832,2021-03-05,2020/21,LDLC ASVEL,Fenerbahce BEKO,86,90,0,-4,NA,NA,NA
4833,2021-03-05,2020/21,Olympiacos Piraeus,Crvena Zvezda Belgrade,94,79,1,15,NA,NA,NA
4834,2021-03-05,2020/21,FC Barcelona,Baskonia,71,57,1,14,NA,NA,NA
4835,2021-03-11,2020/21,CSKA Moscow,AX Milano,76,84,0,-8,NA,NA,NA
4836,2021-03-11,2020/21,Crvena Zvezda Belgrade,Khimki Moscow Region,92,81,1,11,NA,NA,NA
4837,2021-03-11,2020/21,LDLC ASVEL,ALBA Berlin,89,95,0,-6,NA,NA,NA
4838,2021-03-11,2020/21,Panathinaikos Athens,Maccabi Tel Aviv,81,63,1,18,NA,NA,NA
4839,2021-03-11,2020/21,Real Madrid,FC Barcelona,76,81,0,-5,NA,NA,NA
4840,2021-03-12,2020/21,Anadolu Efes Istanbul,Zalgiris Kaunas,89,62,1,27,NA,NA,NA
4841,2021-03-12,2020/21,Olympiacos Piraeus,Zenit St. Petersburg,75,61,1,14,NA,NA,NA
4842,2021-03-12,2020/21,Baskonia,FC Bayern München,78,71,1,7,NA,NA,NA
4843,2021-03-12,2020/21,Valencia Basket,Fenerbahce BEKO,66,52,1,14,NA,NA,NA
4844,2021-03-16,2020/21,Maccabi Tel Aviv,Anadolu Efes Istanbul,66,90,0,-24,NA,NA,NA
4845,2021-03-18,2020/21,Zenit St. Petersburg,Baskonia,75,79,0,-4,NA,NA,NA
4846,2021-03-18,2020/21,Fenerbahce BEKO,Zalgiris Kaunas,84,61,1,23,NA,NA,NA
4847,2021-03-18,2020/21,ALBA Berlin,Olympiacos Piraeus,80,84,0,-4,NA,NA,NA
4848,2021-03-19,2020/21,Khimki Moscow Region,Valencia Basket,68,77,0,-9,NA,NA,NA
4849,2021-03-19,2020/21,FC Bayern München,Anadolu Efes Istanbul,80,79,1,1,NA,NA,NA
4850,2021-03-19,2020/21,AX Milano,FC Barcelona,56,72,0,-16,NA,NA,NA
4851,2021-03-19,2020/21,Panathinaikos Athens,Crvena Zvezda Belgrade,82,86,0,-4,NA,NA,NA
4852,2021-03-19,2020/21,Real Madrid,CSKA Moscow,89,96,0,-7,NA,NA,NA
4853,2021-03-25,2020/21,CSKA Moscow,Crvena Zvezda Belgrade,87,72,1,15,NA,NA,NA
4854,2021-03-25,2020/21,Anadolu Efes Istanbul,Panathinaikos Athens,85,65,1,20,NA,NA,NA
4855,2021-03-25,2020/21,Zalgiris Kaunas,Maccabi Tel Aviv,81,88,0,-7,NA,NA,NA
4856,2021-03-25,2020/21,LDLC ASVEL,Real Madrid,71,74,0,-3,NA,NA,NA
4857,2021-03-25,2020/21,Valencia Basket,FC Bayern München,83,76,1,7,NA,NA,NA
4858,2021-03-26,2020/21,Khimki Moscow Region,Zenit St. Petersburg,70,91,0,-21,NA,NA,NA
4859,2021-03-26,2020/21,Olympiacos Piraeus,Fenerbahce BEKO,71,76,0,-5,NA,NA,NA
4860,2021-03-26,2020/21,FC Barcelona,ALBA Berlin,80,67,1,13,NA,NA,NA
4861,2021-03-26,2020/21,Baskonia,AX Milano,86,69,1,17,NA,NA,NA
4862,2021-03-30,2020/21,Crvena Zvezda Belgrade,AX Milano,72,93,0,-21,NA,NA,NA
4863,2021-03-30,2020/21,Zenit St. Petersburg,CSKA Moscow,74,86,0,-12,NA,NA,NA
4864,2021-03-30,2020/21,Zalgiris Kaunas,ALBA Berlin,96,86,1,10,NA,NA,NA
4865,2021-03-30,2020/21,Maccabi Tel Aviv,FC Barcelona,99,94,1,5,NA,NA,NA
4866,2021-03-30,2020/21,FC Bayern München,Fenerbahce BEKO,68,77,0,-9,NA,NA,NA
4867,2021-03-30,2020/21,Panathinaikos Athens,Baskonia,82,97,0,-15,NA,NA,NA
4868,2021-03-30,2020/21,Real Madrid,Anadolu Efes Istanbul,83,108,0,-25,NA,NA,NA
4869,2021-03-31,2020/21,Khimki Moscow Region,LDLC ASVEL,87,85,1,2,NA,NA,NA
4870,2021-03-31,2020/21,Valencia Basket,Olympiacos Piraeus,79,88,0,-9,NA,NA,NA
4871,2021-04-01,2020/21,FC Bayern München,Zalgiris Kaunas,71,70,1,1,NA,NA,NA
4872,2021-04-01,2020/21,Crvena Zvezda Belgrade,Maccabi Tel Aviv,76,64,1,12,NA,NA,NA
4873,2021-04-01,2020/21,Panathinaikos Athens,AX Milano,86,83,1,3,NA,NA,NA
4874,2021-04-01,2020/21,Baskonia,Anadolu Efes Istanbul,101,111,0,-10,NA,NA,NA
4875,2021-04-02,2020/21,CSKA Moscow,Khimki Moscow Region,97,72,1,25,NA,NA,NA
4876,2021-04-02,2020/21,Zenit St. Petersburg,LDLC ASVEL,87,53,1,34,NA,NA,NA
4877,2021-04-02,2020/21,ALBA Berlin,Valencia Basket,86,90,0,-4,NA,NA,NA
4878,2021-04-02,2020/21,Fenerbahce BEKO,FC Barcelona,82,73,1,9,NA,NA,NA
4879,2021-04-02,2020/21,Real Madrid,Olympiacos Piraeus,72,63,1,9,NA,NA,NA
4880,2021-04-04,2020/21,Maccabi Tel Aviv,LDLC ASVEL,67,74,0,-7,NA,NA,NA
4881,2021-04-06,2020/21,Maccabi Tel Aviv,Khimki Moscow Region,92,62,1,30,NA,NA,NA
4882,2021-04-08,2020/21,CSKA Moscow,LDLC ASVEL,88,70,1,18,NA,NA,NA
4883,2021-04-08,2020/21,Zalgiris Kaunas,Panathinaikos Athens,93,78,1,15,NA,NA,NA
4884,2021-04-08,2020/21,Fenerbahce BEKO,Real Madrid,67,93,0,-26,NA,NA,NA
4885,2021-04-08,2020/21,ALBA Berlin,Crvena Zvezda Belgrade,81,58,1,23,NA,NA,NA
4886,2021-04-08,2020/21,Valencia Basket,Baskonia,86,81,1,5,NA,NA,NA
4887,2021-04-09,2020/21,Zenit St. Petersburg,Maccabi Tel Aviv,86,69,1,17,NA,NA,NA
4888,2021-04-09,2020/21,Olympiacos Piraeus,Khimki Moscow Region,82,75,1,7,NA,NA,NA
4889,2021-04-09,2020/21,AX Milano,Anadolu Efes Istanbul,98,75,1,23,NA,NA,NA
4890,2021-04-09,2020/21,FC Barcelona,FC Bayern München,72,82,0,-10,NA,NA,NA
4891,2021-04-12,2020/21,Zenit St. Petersburg,Panathinaikos Athens,112,83,1,29,NA,NA,NA
4892,2021-04-14,2020/21,CSKA Moscow,Panathinaikos Athens,93,86,1,7,NA,NA,NA
4893,2021-04-20,2020/21,Anadolu Efes Istanbul,Real Madrid,90,63,1,27,NA,NA,NA
4894,2021-04-20,2020/21,AX Milano,FC Bayern München,79,78,1,1,NA,NA,NA
4895,2021-04-21,2020/21,CSKA Moscow,Fenerbahce BEKO,92,76,1,16,NA,NA,NA
4896,2021-04-21,2020/21,FC Barcelona,Zenit St. Petersburg,74,76,0,-2,NA,NA,NA
4897,2021-04-22,2020/21,Anadolu Efes Istanbul,Real Madrid,91,68,1,23,NA,NA,NA
4898,2021-04-22,2020/21,AX Milano,FC Bayern München,80,69,1,11,NA,NA,NA
4899,2021-04-23,2020/21,CSKA Moscow,Fenerbahce BEKO,78,67,1,11,NA,NA,NA
4900,2021-04-23,2020/21,FC Barcelona,Zenit St. Petersburg,81,78,1,3,NA,NA,NA
4901,2021-04-27,2020/21,Real Madrid,Anadolu Efes Istanbul,80,76,1,4,NA,NA,NA
4902,2021-04-28,2020/21,FC Bayern München,AX Milano,85,79,1,6,NA,NA,NA
4903,2021-04-28,2020/21,Fenerbahce BEKO,CSKA Moscow,68,85,0,-17,NA,NA,NA
4904,2021-04-28,2020/21,Zenit St. Petersburg,FC Barcelona,70,78,0,-8,NA,NA,NA
4905,2021-04-29,2020/21,Real Madrid,Anadolu Efes Istanbul,82,76,1,6,NA,NA,NA
4906,2021-04-30,2020/21,Zenit St. Petersburg,FC Barcelona,74,61,1,13,NA,NA,NA
4907,2021-04-30,2020/21,FC Bayern München,AX Milano,85,82,1,3,NA,NA,NA
4908,2021-05-04,2020/21,Anadolu Efes Istanbul,Real Madrid,88,83,1,5,NA,NA,NA
4909,2021-05-04,2020/21,AX Milano,FC Bayern München,92,89,1,3,NA,NA,NA
4910,2021-05-04,2020/21,FC Barcelona,Zenit St. Petersburg,79,53,1,26,NA,NA,NA
4911,2021-05-28,2020/21,CSKA Moscow,Anadolu Efes Istanbul,86,89,0,-3,NA,NA,NA
4912,2021-05-28,2020/21,FC Barcelona,AX Milano,84,82,1,2,NA,NA,NA
4913,2021-05-30,2020/21,AX Milano,CSKA Moscow,83,73,1,10,NA,NA,NA
4914,2021-05-30,2020/21,FC Barcelona,Anadolu Efes Istanbul,81,86,0,-5,NA,NA,NA
4915,2021-09-30,2021/22,AS Monaco,Panathinaikos Athens,75,63,1,12,NA,NA,NA
4916,2021-09-30,2021/22,Maccabi Tel Aviv,FC Bayern München,69,68,1,1,NA,NA,NA
4917,2021-09-30,2021/22,AX Milano,CSKA Moscow,84,74,1,10,NA,NA,NA
4918,2021-09-30,2021/22,Real Madrid,Anadolu Efes Istanbul,82,69,1,13,NA,NA,NA
4919,2021-10-01,2021/22,UNICS Kazan,Zenit St. Petersburg,69,70,0,-1,NA,NA,NA
4920,2021-10-01,2021/22,Fenerbahce BEKO,Crvena Zvezda Belgrade,61,57,1,4,NA,NA,NA
4921,2021-10-01,2021/22,LDLC ASVEL,Zalgiris Kaunas,88,76,1,12,NA,NA,NA
4922,2021-10-01,2021/22,Olympiacos Piraeus,Baskonia,75,50,1,25,NA,NA,NA
4923,2021-10-01,2021/22,FC Barcelona,ALBA Berlin,96,64,1,32,NA,NA,NA
4924,2021-10-07,2021/22,Zalgiris Kaunas,Zenit St. Petersburg,64,70,0,-6,NA,NA,NA
4925,2021-10-07,2021/22,Panathinaikos Athens,Fenerbahce BEKO,91,87,1,4,NA,NA,NA
4926,2021-10-07,2021/22,Maccabi Tel Aviv,Crvena Zvezda Belgrade,63,75,0,-12,NA,NA,NA
4927,2021-10-07,2021/22,FC Bayern München,FC Barcelona,72,80,0,-8,NA,NA,NA
4928,2021-10-08,2021/22,UNICS Kazan,AS Monaco,80,88,0,-8,NA,NA,NA
4929,2021-10-08,2021/22,Anadolu Efes Istanbul,CSKA Moscow,96,100,0,-4,NA,NA,NA
4930,2021-10-08,2021/22,ALBA Berlin,LDLC ASVEL,67,71,0,-4,NA,NA,NA
4931,2021-10-08,2021/22,Olympiacos Piraeus,Real Madrid,74,68,1,6,NA,NA,NA
4932,2021-10-08,2021/22,Baskonia,AX Milano,64,78,0,-14,NA,NA,NA
4933,2021-10-12,2021/22,UNICS Kazan,FC Bayern München,73,70,1,3,NA,NA,NA
4934,2021-10-12,2021/22,CSKA Moscow,Zenit St. Petersburg,77,67,1,10,NA,NA,NA
4935,2021-10-12,2021/22,LDLC ASVEL,Anadolu Efes Istanbul,75,73,1,2,NA,NA,NA
4936,2021-10-12,2021/22,ALBA Berlin,Fenerbahce BEKO,84,70,1,14,NA,NA,NA
4937,2021-10-12,2021/22,Baskonia,Panathinaikos Athens,81,79,1,2,NA,NA,NA
4938,2021-10-12,2021/22,AX Milano,Maccabi Tel Aviv,83,72,1,11,NA,NA,NA
4939,2021-10-13,2021/22,Crvena Zvezda Belgrade,Zalgiris Kaunas,73,61,1,12,NA,NA,NA
4940,2021-10-13,2021/22,Real Madrid,AS Monaco,94,86,1,8,NA,NA,NA
4941,2021-10-13,2021/22,FC Barcelona,Olympiacos Piraeus,79,78,1,1,NA,NA,NA
4942,2021-10-14,2021/22,Zenit St. Petersburg,FC Bayern München,79,71,1,8,NA,NA,NA
4943,2021-10-14,2021/22,Fenerbahce BEKO,UNICS Kazan,80,41,1,39,NA,NA,NA
4944,2021-10-14,2021/22,LDLC ASVEL,Maccabi Tel Aviv,85,93,0,-8,NA,NA,NA
4945,2021-10-14,2021/22,ALBA Berlin,Baskonia,76,80,0,-4,NA,NA,NA
4946,2021-10-15,2021/22,CSKA Moscow,Crvena Zvezda Belgrade,78,76,1,2,NA,NA,NA
4947,2021-10-15,2021/22,AS Monaco,FC Barcelona,81,85,0,-4,NA,NA,NA
4948,2021-10-15,2021/22,Olympiacos Piraeus,Zalgiris Kaunas,83,68,1,15,NA,NA,NA
4949,2021-10-15,2021/22,AX Milano,Anadolu Efes Istanbul,75,71,1,4,NA,NA,NA
4950,2021-10-15,2021/22,Real Madrid,Panathinaikos Athens,88,65,1,23,NA,NA,NA
4951,2021-10-21,2021/22,Anadolu Efes Istanbul,UNICS Kazan,71,68,1,3,NA,NA,NA
4952,2021-10-21,2021/22,Zalgiris Kaunas,FC Bayern München,73,75,0,-2,NA,NA,NA
4953,2021-10-21,2021/22,Maccabi Tel Aviv,Panathinaikos Athens,77,73,1,4,NA,NA,NA
4954,2021-10-21,2021/22,AX Milano,LDLC ASVEL,73,72,1,1,NA,NA,NA
4955,2021-10-21,2021/22,Real Madrid,Fenerbahce BEKO,70,69,1,1,NA,NA,NA
4956,2021-10-22,2021/22,CSKA Moscow,Olympiacos Piraeus,88,82,1,6,NA,NA,NA
4957,2021-10-22,2021/22,Crvena Zvezda Belgrade,ALBA Berlin,63,78,0,-15,NA,NA,NA
4958,2021-10-22,2021/22,Baskonia,AS Monaco,78,66,1,12,NA,NA,NA
4959,2021-10-22,2021/22,FC Barcelona,Zenit St. Petersburg,84,58,1,26,NA,NA,NA
4960,2021-10-26,2021/22,AS Monaco,Crvena Zvezda Belgrade,70,62,1,8,NA,NA,NA
4961,2021-10-26,2021/22,Fenerbahce BEKO,FC Barcelona,74,76,0,-2,NA,NA,NA
4962,2021-10-26,2021/22,Olympiacos Piraeus,ALBA Berlin,87,83,1,4,NA,NA,NA
4963,2021-10-26,2021/22,Maccabi Tel Aviv,Zalgiris Kaunas,76,62,1,14,NA,NA,NA
4964,2021-10-26,2021/22,FC Bayern München,AX Milano,83,77,1,6,NA,NA,NA
4965,2021-10-27,2021/22,UNICS Kazan,Baskonia,83,69,1,14,NA,NA,NA
4966,2021-10-27,2021/22,Zenit St. Petersburg,Real Madrid,68,75,0,-7,NA,NA,NA
4967,2021-10-27,2021/22,LDLC ASVEL,CSKA Moscow,70,68,1,2,NA,NA,NA
4968,2021-10-27,2021/22,Panathinaikos Athens,Anadolu Efes Istanbul,95,69,1,26,NA,NA,NA
4969,2021-10-28,2021/22,ALBA Berlin,FC Bayern München,69,82,0,-13,NA,NA,NA
4970,2021-10-28,2021/22,Olympiacos Piraeus,Fenerbahce BEKO,67,65,1,2,NA,NA,NA
4971,2021-10-28,2021/22,Maccabi Tel Aviv,FC Barcelona,85,68,1,17,NA,NA,NA
4972,2021-10-28,2021/22,AX Milano,Crvena Zvezda Belgrade,79,62,1,17,NA,NA,NA
4973,2021-10-29,2021/22,UNICS Kazan,Real Madrid,65,58,1,7,NA,NA,NA
4974,2021-10-29,2021/22,Zenit St. Petersburg,Baskonia,83,54,1,29,NA,NA,NA
4975,2021-10-29,2021/22,Anadolu Efes Istanbul,Zalgiris Kaunas,94,60,1,34,NA,NA,NA
4976,2021-10-29,2021/22,AS Monaco,CSKA Moscow,97,80,1,17,NA,NA,NA
4977,2021-10-29,2021/22,Panathinaikos Athens,LDLC ASVEL,70,84,0,-14,NA,NA,NA
4978,2021-11-04,2021/22,CSKA Moscow,Fenerbahce BEKO,82,91,0,-9,NA,NA,NA
4979,2021-11-04,2021/22,Crvena Zvezda Belgrade,Panathinaikos Athens,81,48,1,33,NA,NA,NA
4980,2021-11-04,2021/22,AX Milano,FC Barcelona,75,70,1,5,NA,NA,NA
4981,2021-11-04,2021/22,LDLC ASVEL,UNICS Kazan,85,82,1,3,NA,NA,NA
4982,2021-11-05,2021/22,Anadolu Efes Istanbul,Zenit St. Petersburg,79,90,0,-11,NA,NA,NA
4983,2021-11-05,2021/22,Zalgiris Kaunas,ALBA Berlin,71,79,0,-8,NA,NA,NA
4984,2021-11-05,2021/22,Olympiacos Piraeus,AS Monaco,86,65,1,21,NA,NA,NA
4985,2021-11-05,2021/22,Baskonia,Maccabi Tel Aviv,69,87,0,-18,NA,NA,NA
4986,2021-11-05,2021/22,FC Bayern München,Real Madrid,76,80,0,-4,NA,NA,NA
4987,2021-11-11,2021/22,CSKA Moscow,Maccabi Tel Aviv,74,73,1,1,NA,NA,NA
4988,2021-11-11,2021/22,Crvena Zvezda Belgrade,LDLC ASVEL,73,67,1,6,NA,NA,NA
4989,2021-11-11,2021/22,ALBA Berlin,Anadolu Efes Istanbul,63,90,0,-27,NA,NA,NA
4990,2021-11-11,2021/22,Panathinaikos Athens,UNICS Kazan,72,74,0,-2,NA,NA,NA
4991,2021-11-11,2021/22,FC Barcelona,Baskonia,93,67,1,26,NA,NA,NA
4992,2021-11-12,2021/22,Zenit St. Petersburg,Olympiacos Piraeus,84,78,1,6,NA,NA,NA
4993,2021-11-12,2021/22,Fenerbahce BEKO,AX Milano,43,68,0,-25,NA,NA,NA
4994,2021-11-12,2021/22,AS Monaco,FC Bayern München,94,71,1,23,NA,NA,NA
4995,2021-11-12,2021/22,Real Madrid,Zalgiris Kaunas,95,82,1,13,NA,NA,NA
4996,2021-11-16,2021/22,Zalgiris Kaunas,Panathinaikos Athens,76,69,1,7,NA,NA,NA
4997,2021-11-16,2021/22,LDLC ASVEL,Real Madrid,74,87,0,-13,NA,NA,NA
4998,2021-11-16,2021/22,Baskonia,Crvena Zvezda Belgrade,93,74,1,19,NA,NA,NA
4999,2021-11-16,2021/22,FC Bayern München,Fenerbahce BEKO,71,63,1,8,NA,NA,NA
5000,2021-11-17,2021/22,Zenit St. Petersburg,ALBA Berlin,75,66,1,9,NA,NA,NA
5001,2021-11-17,2021/22,UNICS Kazan,AX Milano,97,71,1,26,NA,NA,NA
5002,2021-11-17,2021/22,Anadolu Efes Istanbul,Olympiacos Piraeus,88,69,1,19,NA,NA,NA
5003,2021-11-17,2021/22,Maccabi Tel Aviv,AS Monaco,95,84,1,11,NA,NA,NA
5004,2021-11-17,2021/22,FC Barcelona,CSKA Moscow,81,73,1,8,NA,NA,NA
5005,2021-11-18,2021/22,FC Bayern München,Panathinaikos Athens,81,78,1,3,NA,NA,NA
5006,2021-11-18,2021/22,Real Madrid,Crvena Zvezda Belgrade,79,67,1,12,NA,NA,NA
5007,2021-11-19,2021/22,UNICS Kazan,ALBA Berlin,85,71,1,14,NA,NA,NA
5008,2021-11-19,2021/22,Anadolu Efes Istanbul,AS Monaco,98,77,1,21,NA,NA,NA
5009,2021-11-19,2021/22,Zenit St. Petersburg,AX Milano,74,70,1,4,NA,NA,NA
5010,2021-11-19,2021/22,Zalgiris Kaunas,Fenerbahce BEKO,86,75,1,11,NA,NA,NA
5011,2021-11-19,2021/22,Olympiacos Piraeus,Maccabi Tel Aviv,90,73,1,17,NA,NA,NA
5012,2021-11-19,2021/22,Baskonia,CSKA Moscow,74,80,0,-6,NA,NA,NA
5013,2021-11-19,2021/22,LDLC ASVEL,FC Barcelona,60,80,0,-20,NA,NA,NA
5014,2021-11-25,2021/22,CSKA Moscow,FC Bayern München,77,74,1,3,NA,NA,NA
5015,2021-11-25,2021/22,Fenerbahce BEKO,Anadolu Efes Istanbul,84,89,0,-5,NA,NA,NA
5016,2021-11-25,2021/22,ALBA Berlin,Maccabi Tel Aviv,91,86,1,5,NA,NA,NA
5017,2021-11-25,2021/22,Panathinaikos Athens,Zenit St. Petersburg,70,64,1,6,NA,NA,NA
5018,2021-11-25,2021/22,Baskonia,Real Madrid,60,88,0,-28,NA,NA,NA
5019,2021-11-26,2021/22,Crvena Zvezda Belgrade,UNICS Kazan,78,98,0,-20,NA,NA,NA
5020,2021-11-26,2021/22,AS Monaco,LDLC ASVEL,84,85,0,-1,NA,NA,NA
5021,2021-11-26,2021/22,AX Milano,Olympiacos Piraeus,72,93,0,-21,NA,NA,NA
5022,2021-11-26,2021/22,FC Barcelona,Zalgiris Kaunas,96,73,1,23,NA,NA,NA
5023,2021-12-02,2021/22,CSKA Moscow,Panathinaikos Athens,97,77,1,20,NA,NA,NA
5024,2021-12-02,2021/22,Fenerbahce BEKO,AS Monaco,96,86,1,10,NA,NA,NA
