...1,Date,Saison,Home,Away,Punkte Heim,Punkte Gast,Home_W,Punktedifferenz,Zuschauer,Budget_Total,Budget_Spieler
4496,2020-01-10,2019/20,FC Barcelona,Anadolu Efes Istanbul,82,86,0,-4,NA,NA,NA
4497,2020-01-14,2019/20,CSKA Moscow,Real Madrid,60,55,1,5,NA,NA,NA
4498,2020-01-14,2019/20,Khimki Moscow Region,Valencia Basket,75,84,0,-9,NA,NA,NA
4499,2020-01-14,2019/20,Anadolu Efes Istanbul,AX Milano,88,68,1,20,NA,NA,NA
4500,2020-01-14,2019/20,Fenerbahce BEKO,LDLC ASVEL,86,64,1,22,NA,NA,NA
4501,2020-01-14,2019/20,Olympiacos Piraeus,ALBA Berlin,86,93,0,-7,NA,NA,NA
4502,2020-01-14,2019/20,Maccabi Tel Aviv,FC Barcelona,92,85,1,7,NA,NA,NA
4503,2020-01-15,2019/20,Zenit St. Petersburg,Baskonia,72,66,1,6,NA,NA,NA
4504,2020-01-15,2019/20,Crvena Zvezda Belgrade,Zalgiris Kaunas,70,76,0,-6,NA,NA,NA
4505,2020-01-15,2019/20,Panathinaikos Athens,FC Bayern München,98,83,1,15,NA,NA,NA
4506,2020-01-16,2019/20,Khimki Moscow Region,Real Madrid,102,94,1,8,NA,NA,NA
4507,2020-01-16,2019/20,Fenerbahce BEKO,FC Barcelona,74,80,0,-6,NA,NA,NA
4508,2020-01-16,2019/20,Maccabi Tel Aviv,AX Milano,69,63,1,6,NA,NA,NA
4509,2020-01-17,2019/20,CSKA Moscow,Baskonia,94,90,1,4,NA,NA,NA
4510,2020-01-17,2019/20,Zenit St. Petersburg,Valencia Basket,81,86,0,-5,NA,NA,NA
4511,2020-01-17,2019/20,Anadolu Efes Istanbul,LDLC ASVEL,101,74,1,27,NA,NA,NA
4512,2020-01-17,2019/20,Olympiacos Piraeus,FC Bayern München,89,72,1,17,NA,NA,NA
4513,2020-01-17,2019/20,Crvena Zvezda Belgrade,ALBA Berlin,85,94,0,-9,NA,NA,NA
4514,2020-01-17,2019/20,Panathinaikos Athens,Zalgiris Kaunas,96,94,1,2,NA,NA,NA
4515,2020-01-23,2019/20,Zenit St. Petersburg,Olympiacos Piraeus,91,87,1,4,NA,NA,NA
4516,2020-01-23,2019/20,CSKA Moscow,Valencia Basket,81,70,1,11,NA,NA,NA
4517,2020-01-23,2019/20,FC Bayern München,Maccabi Tel Aviv,80,68,1,12,NA,NA,NA
4518,2020-01-23,2019/20,Baskonia,Khimki Moscow Region,83,79,1,4,NA,NA,NA
4519,2020-01-23,2019/20,FC Barcelona,Crvena Zvezda Belgrade,86,82,1,4,NA,NA,NA
4520,2020-01-24,2019/20,Fenerbahce BEKO,AX Milano,73,64,1,9,NA,NA,NA
4521,2020-01-24,2019/20,Zalgiris Kaunas,ALBA Berlin,104,80,1,24,NA,NA,NA
4522,2020-01-24,2019/20,Panathinaikos Athens,LDLC ASVEL,100,88,1,12,NA,NA,NA
4523,2020-01-24,2019/20,Real Madrid,Anadolu Efes Istanbul,75,80,0,-5,NA,NA,NA
4524,2020-01-30,2019/20,Khimki Moscow Region,CSKA Moscow,69,78,0,-9,NA,NA,NA
4525,2020-01-30,2019/20,Olympiacos Piraeus,Baskonia,80,70,1,10,NA,NA,NA
4526,2020-01-30,2019/20,Maccabi Tel Aviv,Real Madrid,77,81,0,-4,NA,NA,NA
4527,2020-01-30,2019/20,FC Barcelona,Zenit St. Petersburg,90,72,1,18,NA,NA,NA
4528,2020-01-30,2019/20,ALBA Berlin,Fenerbahce BEKO,70,74,0,-4,NA,NA,NA
4529,2020-01-30,2019/20,LDLC ASVEL,Zalgiris Kaunas,74,79,0,-5,NA,NA,NA
4530,2020-01-31,2019/20,Crvena Zvezda Belgrade,Anadolu Efes Istanbul,78,85,0,-7,NA,NA,NA
4531,2020-01-31,2019/20,AX Milano,FC Bayern München,79,78,1,1,NA,NA,NA
4532,2020-01-31,2019/20,Valencia Basket,Panathinaikos Athens,94,87,1,7,NA,NA,NA
4533,2020-02-04,2019/20,CSKA Moscow,Anadolu Efes Istanbul,80,82,0,-2,NA,NA,NA
4534,2020-02-04,2019/20,Zalgiris Kaunas,Olympiacos Piraeus,94,69,1,25,NA,NA,NA
4535,2020-02-04,2019/20,AX Milano,ALBA Berlin,96,102,0,-6,NA,NA,NA
4536,2020-02-04,2019/20,LDLC ASVEL,FC Bayern München,75,65,1,10,NA,NA,NA
4537,2020-02-04,2019/20,Real Madrid,Baskonia,70,69,1,1,NA,NA,NA
4538,2020-02-05,2019/20,Zenit St. Petersburg,Fenerbahce BEKO,68,73,0,-5,NA,NA,NA
4539,2020-02-05,2019/20,Crvena Zvezda Belgrade,Panathinaikos Athens,78,73,1,5,NA,NA,NA
4540,2020-02-05,2019/20,Maccabi Tel Aviv,Khimki Moscow Region,80,77,1,3,NA,NA,NA
4541,2020-02-05,2019/20,Valencia Basket,FC Barcelona,76,77,0,-1,NA,NA,NA
4542,2020-02-06,2019/20,Anadolu Efes Istanbul,Zalgiris Kaunas,96,91,1,5,NA,NA,NA
4543,2020-02-06,2019/20,Olympiacos Piraeus,CSKA Moscow,72,59,1,13,NA,NA,NA
4544,2020-02-06,2019/20,ALBA Berlin,Real Madrid,97,103,0,-6,NA,NA,NA
4545,2020-02-06,2019/20,Baskonia,LDLC ASVEL,79,65,1,14,NA,NA,NA
4546,2020-02-07,2019/20,Khimki Moscow Region,Crvena Zvezda Belgrade,78,72,1,6,NA,NA,NA
4547,2020-02-07,2019/20,Fenerbahce BEKO,Maccabi Tel Aviv,77,78,0,-1,NA,NA,NA
4548,2020-02-07,2019/20,FC Barcelona,AX Milano,84,80,1,4,NA,NA,NA
4549,2020-02-07,2019/20,FC Bayern München,Valencia Basket,59,66,0,-7,NA,NA,NA
4550,2020-02-07,2019/20,Panathinaikos Athens,Zenit St. Petersburg,96,81,1,15,NA,NA,NA
4551,2020-02-20,2019/20,Olympiacos Piraeus,LDLC ASVEL,77,68,1,9,NA,NA,NA
4552,2020-02-20,2019/20,Zenit St. Petersburg,ALBA Berlin,81,83,0,-2,NA,NA,NA
4553,2020-02-20,2019/20,Fenerbahce BEKO,Real Madrid,65,94,0,-29,NA,NA,NA
4554,2020-02-20,2019/20,AX Milano,Khimki Moscow Region,69,78,0,-9,NA,NA,NA
4555,2020-02-20,2019/20,Baskonia,Zalgiris Kaunas,60,74,0,-14,NA,NA,NA
4556,2020-02-21,2019/20,Crvena Zvezda Belgrade,CSKA Moscow,81,86,0,-5,NA,NA,NA
4557,2020-02-21,2019/20,FC Bayern München,Anadolu Efes Istanbul,63,88,0,-25,NA,NA,NA
4558,2020-02-21,2019/20,Panathinaikos Athens,FC Barcelona,81,92,0,-11,NA,NA,NA
4559,2020-02-21,2019/20,Valencia Basket,Maccabi Tel Aviv,82,85,0,-3,NA,NA,NA
4560,2020-02-24,2019/20,Real Madrid,Panathinaikos Athens,96,78,1,18,NA,NA,NA
4561,2020-02-27,2019/20,CSKA Moscow,FC Barcelona,80,82,0,-2,NA,NA,NA
4562,2020-02-27,2019/20,Maccabi Tel Aviv,Olympiacos Piraeus,71,70,1,1,NA,NA,NA
4563,2020-02-27,2019/20,ALBA Berlin,Anadolu Efes Istanbul,86,99,0,-13,NA,NA,NA
4564,2020-02-27,2019/20,Baskonia,Crvena Zvezda Belgrade,71,56,1,15,NA,NA,NA
4565,2020-02-28,2019/20,Khimki Moscow Region,LDLC ASVEL,108,79,1,29,NA,NA,NA
4566,2020-02-28,2019/20,Zenit St. Petersburg,FC Bayern München,68,77,0,-9,NA,NA,NA
4567,2020-02-28,2019/20,Zalgiris Kaunas,AX Milano,105,97,1,8,NA,NA,NA
4568,2020-02-28,2019/20,Valencia Basket,Fenerbahce BEKO,86,93,0,-7,NA,NA,NA
4569,2020-03-03,2019/20,CSKA Moscow,Zenit St. Petersburg,86,78,1,8,NA,NA,NA
4570,2020-03-03,2019/20,Zalgiris Kaunas,Khimki Moscow Region,96,85,1,11,NA,NA,NA
4571,2020-03-03,2019/20,Olympiacos Piraeus,Panathinaikos Athens,81,78,1,3,NA,NA,NA
4572,2020-03-03,2019/20,AX Milano,Real Madrid,73,78,0,-5,NA,NA,NA
4573,2020-03-03,2019/20,LDLC ASVEL,Valencia Basket,72,65,1,7,NA,NA,NA
4574,2020-03-04,2019/20,Fenerbahce BEKO,Crvena Zvezda Belgrade,66,63,1,3,NA,NA,NA
4575,2020-03-04,2019/20,ALBA Berlin,FC Barcelona,80,84,0,-4,NA,NA,NA
4576,2020-03-04,2019/20,Maccabi Tel Aviv,Anadolu Efes Istanbul,77,75,1,2,NA,NA,NA
4577,2020-03-04,2019/20,FC Bayern München,Baskonia,71,80,0,-9,NA,NA,NA
4578,2020-03-05,2019/20,Zenit St. Petersburg,Zalgiris Kaunas,76,75,1,1,NA,NA,NA
4579,2020-03-05,2019/20,Panathinaikos Athens,CSKA Moscow,66,97,0,-31,NA,NA,NA
4580,2020-03-05,2019/20,Real Madrid,LDLC ASVEL,87,78,1,9,NA,NA,NA
4581,2020-03-05,2019/20,Valencia Basket,AX Milano,81,83,0,-2,NA,NA,NA
4582,2020-03-06,2019/20,Anadolu Efes Istanbul,Olympiacos Piraeus,91,79,1,12,NA,NA,NA
4583,2020-03-06,2019/20,Khimki Moscow Region,Fenerbahce BEKO,82,68,1,14,NA,NA,NA
4584,2020-03-06,2019/20,Crvena Zvezda Belgrade,Maccabi Tel Aviv,92,76,1,16,NA,NA,NA
4585,2020-03-06,2019/20,FC Barcelona,FC Bayern München,83,80,1,3,NA,NA,NA
4586,2020-03-06,2019/20,Baskonia,ALBA Berlin,73,72,1,1,NA,NA,NA
4587,2020-10-01,2020/21,Anadolu Efes Istanbul,Zenit St. Petersburg,69,73,0,-4,NA,NA,NA
4588,2020-10-01,2020/21,Olympiacos Piraeus,Zalgiris Kaunas,67,68,0,-1,NA,NA,NA
4589,2020-10-01,2020/21,Maccabi Tel Aviv,ALBA Berlin,80,73,1,7,NA,NA,NA
4590,2020-10-01,2020/21,FC Barcelona,CSKA Moscow,76,66,1,10,NA,NA,NA
4591,2020-10-01,2020/21,Valencia Basket,LDLC ASVEL,65,63,1,2,NA,NA,NA
4592,2020-10-02,2020/21,Fenerbahce BEKO,Crvena Zvezda Belgrade,77,63,1,14,NA,NA,NA
4593,2020-10-02,2020/21,Khimki Moscow Region,Panathinaikos Athens,76,78,0,-2,NA,NA,NA
4594,2020-10-02,2020/21,FC Bayern München,AX Milano,79,81,0,-2,NA,NA,NA
4595,2020-10-02,2020/21,Baskonia,Real Madrid,76,63,1,13,NA,NA,NA
4596,2020-10-08,2020/21,CSKA Moscow,Maccabi Tel Aviv,76,72,1,4,NA,NA,NA
4597,2020-10-08,2020/21,Anadolu Efes Istanbul,Fenerbahce BEKO,71,80,0,-9,NA,NA,NA
4598,2020-10-08,2020/21,Real Madrid,Valencia Basket,77,93,0,-16,NA,NA,NA
4599,2020-10-09,2020/21,Crvena Zvezda Belgrade,Baskonia,90,73,1,17,NA,NA,NA
4600,2020-10-09,2020/21,Zenit St. Petersburg,FC Barcelona,74,70,1,4,NA,NA,NA
4601,2020-10-09,2020/21,ALBA Berlin,FC Bayern München,72,90,0,-18,NA,NA,NA
4602,2020-10-09,2020/21,AX Milano,LDLC ASVEL,87,73,1,14,NA,NA,NA
4603,2020-10-09,2020/21,Panathinaikos Athens,Olympiacos Piraeus,71,78,0,-7,NA,NA,NA
4604,2020-10-10,2020/21,Khimki Moscow Region,Zalgiris Kaunas,70,84,0,-14,NA,NA,NA
4605,2020-10-13,2020/21,Crvena Zvezda Belgrade,Zalgiris Kaunas,69,75,0,-6,NA,NA,NA
4606,2020-10-13,2020/21,ALBA Berlin,Anadolu Efes Istanbul,72,93,0,-21,NA,NA,NA
4607,2020-10-13,2020/21,Valencia Basket,FC Barcelona,66,71,0,-5,NA,NA,NA
4608,2020-10-14,2020/21,Fenerbahce BEKO,CSKA Moscow,77,78,0,-1,NA,NA,NA
4609,2020-10-14,2020/21,Olympiacos Piraeus,AX Milano,86,75,1,11,NA,NA,NA
4610,2020-10-14,2020/21,Maccabi Tel Aviv,FC Bayern München,82,85,0,-3,NA,NA,NA
4611,2020-10-14,2020/21,Real Madrid,Khimki Moscow Region,94,85,1,9,NA,NA,NA
4612,2020-10-15,2020/21,Zalgiris Kaunas,Anadolu Efes Istanbul,89,73,1,16,NA,NA,NA
4613,2020-10-15,2020/21,FC Barcelona,Panathinaikos Athens,97,89,1,8,NA,NA,NA
4614,2020-10-16,2020/21,CSKA Moscow,ALBA Berlin,88,93,0,-5,NA,NA,NA
4615,2020-10-16,2020/21,Fenerbahce BEKO,FC Bayern München,71,75,0,-4,NA,NA,NA
4616,2020-10-16,2020/21,AX Milano,Real Madrid,78,70,1,8,NA,NA,NA
4617,2020-10-16,2020/21,Olympiacos Piraeus,Maccabi Tel Aviv,85,82,1,3,NA,NA,NA
4618,2020-10-16,2020/21,Baskonia,Khimki Moscow Region,77,60,1,17,NA,NA,NA
4619,2020-10-22,2020/21,Zalgiris Kaunas,Valencia Basket,82,94,0,-12,NA,NA,NA
4620,2020-10-22,2020/21,Panathinaikos Athens,Fenerbahce BEKO,82,68,1,14,NA,NA,NA
4621,2020-10-22,2020/21,Crvena Zvezda Belgrade,CSKA Moscow,86,84,1,2,NA,NA,NA
4622,2020-10-23,2020/21,Khimki Moscow Region,Maccabi Tel Aviv,87,89,0,-2,NA,NA,NA
4623,2020-10-23,2020/21,FC Bayern München,Olympiacos Piraeus,74,68,1,6,NA,NA,NA
4624,2020-10-23,2020/21,FC Barcelona,Real Madrid,79,72,1,7,NA,NA,NA
4625,2020-10-29,2020/21,LDLC ASVEL,Zalgiris Kaunas,74,83,0,-9,NA,NA,NA
4626,2020-10-29,2020/21,CSKA Moscow,Valencia Basket,84,75,1,9,NA,NA,NA
4627,2020-10-29,2020/21,Maccabi Tel Aviv,Fenerbahce BEKO,65,75,0,-10,NA,NA,NA
4628,2020-10-29,2020/21,Real Madrid,FC Bayern München,100,82,1,18,NA,NA,NA
4629,2020-10-30,2020/21,Khimki Moscow Region,Crvena Zvezda Belgrade,83,77,1,6,NA,NA,NA
4630,2020-10-30,2020/21,Olympiacos Piraeus,Anadolu Efes Istanbul,79,84,0,-5,NA,NA,NA
4631,2020-10-30,2020/21,Baskonia,FC Barcelona,71,72,0,-1,NA,NA,NA
4632,2020-11-05,2020/21,Zenit St. Petersburg,Olympiacos Piraeus,66,75,0,-9,NA,NA,NA
4633,2020-11-05,2020/21,Anadolu Efes Istanbul,Maccabi Tel Aviv,91,89,1,2,NA,NA,NA
4634,2020-11-05,2020/21,ALBA Berlin,FC Barcelona,67,103,0,-36,NA,NA,NA
4635,2020-11-05,2020/21,Baskonia,LDLC ASVEL,86,88,0,-2,NA,NA,NA
4636,2020-11-06,2020/21,Fenerbahce BEKO,Khimki Moscow Region,83,71,1,12,NA,NA,NA
4637,2020-11-06,2020/21,Zalgiris Kaunas,Real Madrid,90,93,0,-3,NA,NA,NA
4638,2020-11-06,2020/21,FC Bayern München,Crvena Zvezda Belgrade,74,59,1,15,NA,NA,NA
4639,2020-11-06,2020/21,Panathinaikos Athens,CSKA Moscow,83,89,0,-6,NA,NA,NA
4640,2020-11-06,2020/21,Valencia Basket,AX Milano,86,81,1,5,NA,NA,NA
4641,2020-11-11,2020/21,LDLC ASVEL,Crvena Zvezda Belgrade,68,89,0,-21,NA,NA,NA
4642,2020-11-12,2020/21,CSKA Moscow,Baskonia,89,86,1,3,NA,NA,NA
4643,2020-11-12,2020/21,Olympiacos Piraeus,ALBA Berlin,75,71,1,4,NA,NA,NA
4644,2020-11-12,2020/21,Maccabi Tel Aviv,Zalgiris Kaunas,85,57,1,28,NA,NA,NA
4645,2020-11-12,2020/21,FC Barcelona,Fenerbahce BEKO,97,55,1,42,NA,NA,NA
4646,2020-11-13,2020/21,Crvena Zvezda Belgrade,Real Madrid,67,73,0,-6,NA,NA,NA
4647,2020-11-13,2020/21,FC Bayern München,Valencia Basket,90,79,1,11,NA,NA,NA
4648,2020-11-13,2020/21,LDLC ASVEL,Zenit St. Petersburg,53,66,0,-13,NA,NA,NA
4649,2020-11-13,2020/21,Panathinaikos Athens,Anadolu Efes Istanbul,77,80,0,-3,NA,NA,NA
4650,2020-11-17,2020/21,Zenit St. Petersburg,Khimki Moscow Region,83,88,0,-5,NA,NA,NA
4651,2020-11-17,2020/21,Zalgiris Kaunas,CSKA Moscow,78,87,0,-9,NA,NA,NA
4652,2020-11-17,2020/21,Anadolu Efes Istanbul,FC Bayern München,71,74,0,-3,NA,NA,NA
4653,2020-11-17,2020/21,Baskonia,Fenerbahce BEKO,86,68,1,18,NA,NA,NA
4654,2020-11-17,2020/21,Valencia Basket,Panathinaikos Athens,95,83,1,12,NA,NA,NA
4655,2020-11-18,2020/21,ALBA Berlin,LDLC ASVEL,76,75,1,1,NA,NA,NA
4656,2020-11-18,2020/21,AX Milano,Crvena Zvezda Belgrade,79,87,0,-8,NA,NA,NA
4657,2020-11-18,2020/21,Real Madrid,Maccabi Tel Aviv,79,63,1,16,NA,NA,NA
4658,2020-11-19,2020/21,Khimki Moscow Region,Anadolu Efes Istanbul,77,105,0,-28,NA,NA,NA
4659,2020-11-19,2020/21,FC Bayern München,CSKA Moscow,81,89,0,-8,NA,NA,NA
4660,2020-11-19,2020/21,Baskonia,Panathinaikos Athens,93,72,1,21,NA,NA,NA
4661,2020-11-20,2020/21,ALBA Berlin,Zenit St. Petersburg,66,73,0,-7,NA,NA,NA
4662,2020-11-20,2020/21,AX Milano,Zalgiris Kaunas,98,92,1,6,NA,NA,NA
4663,2020-11-20,2020/21,FC Barcelona,Crvena Zvezda Belgrade,76,65,1,11,NA,NA,NA
4664,2020-11-20,2020/21,Real Madrid,Fenerbahce BEKO,94,74,1,20,NA,NA,NA
4665,2020-11-20,2020/21,Valencia Basket,Maccabi Tel Aviv,82,80,1,2,NA,NA,NA
4666,2020-11-23,2020/21,Baskonia,Zenit St. Petersburg,70,77,0,-7,NA,NA,NA
4667,2020-11-26,2020/21,CSKA Moscow,Real Madrid,74,73,1,1,NA,NA,NA
4668,2020-11-26,2020/21,Crvena Zvezda Belgrade,Anadolu Efes Istanbul,64,75,0,-11,NA,NA,NA
4669,2020-11-26,2020/21,Zalgiris Kaunas,Zenit St. Petersburg,75,83,0,-8,NA,NA,NA
4670,2020-11-26,2020/21,ALBA Berlin,Khimki Moscow Region,100,80,1,20,NA,NA,NA
4671,2020-11-26,2020/21,Maccabi Tel Aviv,AX Milano,85,86,0,-1,NA,NA,NA
4672,2020-11-26,2020/21,Olympiacos Piraeus,Baskonia,76,90,0,-14,NA,NA,NA
4673,2020-11-27,2020/21,Fenerbahce BEKO,Valencia Basket,86,90,0,-4,NA,NA,NA
4674,2020-11-27,2020/21,Panathinaikos Athens,FC Bayern München,83,76,1,7,NA,NA,NA
4675,2020-11-27,2020/21,LDLC ASVEL,FC Barcelona,80,68,1,12,NA,NA,NA
4676,2020-12-01,2020/21,LDLC ASVEL,Panathinaikos Athens,97,73,1,24,NA,NA,NA
4677,2020-12-01,2020/21,AX Milano,ALBA Berlin,75,55,1,20,NA,NA,NA
4678,2020-12-03,2020/21,CSKA Moscow,Olympiacos Piraeus,80,61,1,19,NA,NA,NA
4679,2020-12-03,2020/21,Zenit St. Petersburg,Fenerbahce BEKO,65,73,0,-8,NA,NA,NA
4680,2020-12-03,2020/21,Maccabi Tel Aviv,Crvena Zvezda Belgrade,81,76,1,5,NA,NA,NA
4681,2020-12-03,2020/21,AX Milano,Panathinaikos Athens,77,80,0,-3,NA,NA,NA
4682,2020-12-03,2020/21,Valencia Basket,ALBA Berlin,92,100,0,-8,NA,NA,NA
4683,2020-12-04,2020/21,Anadolu Efes Istanbul,Baskonia,59,77,0,-18,NA,NA,NA
4684,2020-12-04,2020/21,Zalgiris Kaunas,FC Barcelona,62,73,0,-11,NA,NA,NA
4685,2020-12-04,2020/21,FC Bayern München,Khimki Moscow Region,80,77,1,3,NA,NA,NA
4686,2020-12-04,2020/21,Real Madrid,LDLC ASVEL,91,84,1,7,NA,NA,NA
4687,2020-12-08,2020/21,Khimki Moscow Region,AX Milano,93,102,0,-9,NA,NA,NA
4688,2020-12-08,2020/21,Anadolu Efes Istanbul,LDLC ASVEL,72,68,1,4,NA,NA,NA
4689,2020-12-08,2020/21,FC Barcelona,Olympiacos Piraeus,88,96,0,-8,NA,NA,NA
4690,2020-12-08,2020/21,Valencia Basket,Zenit St. Petersburg,72,85,0,-13,NA,NA,NA
4691,2020-12-10,2020/21,Crvena Zvezda Belgrade,Olympiacos Piraeus,79,81,0,-2,NA,NA,NA
4692,2020-12-10,2020/21,ALBA Berlin,Fenerbahce BEKO,89,63,1,26,NA,NA,NA
4693,2020-12-10,2020/21,Baskonia,Maccabi Tel Aviv,63,67,0,-4,NA,NA,NA
4694,2020-12-10,2020/21,Valencia Basket,Anadolu Efes Istanbul,76,74,1,2,NA,NA,NA
4695,2020-12-10,2020/21,Real Madrid,Zenit St. Petersburg,79,72,1,7,NA,NA,NA
4696,2020-12-11,2020/21,Khimki Moscow Region,CSKA Moscow,87,96,0,-9,NA,NA,NA
4697,2020-12-11,2020/21,Panathinaikos Athens,Zalgiris Kaunas,69,81,0,-12,NA,NA,NA
4698,2020-12-11,2020/21,FC Bayern München,LDLC ASVEL,76,62,1,14,NA,NA,NA
4699,2020-12-11,2020/21,FC Barcelona,AX Milano,87,71,1,16,NA,NA,NA
4700,2020-12-15,2020/21,CSKA Moscow,Anadolu Efes Istanbul,100,65,1,35,NA,NA,NA
4701,2020-12-15,2020/21,Fenerbahce BEKO,AX Milano,71,79,0,-8,NA,NA,NA
4702,2020-12-15,2020/21,Crvena Zvezda Belgrade,ALBA Berlin,84,90,0,-6,NA,NA,NA
4703,2020-12-15,2020/21,Zalgiris Kaunas,Baskonia,92,73,1,19,NA,NA,NA
4704,2020-12-15,2020/21,Panathinaikos Athens,Real Madrid,93,97,0,-4,NA,NA,NA
4705,2020-12-16,2020/21,Zenit St. Petersburg,FC Bayern München,79,75,1,4,NA,NA,NA
4706,2020-12-16,2020/21,LDLC ASVEL,Maccabi Tel Aviv,84,81,1,3,NA,NA,NA
4707,2020-12-16,2020/21,Olympiacos Piraeus,Valencia Basket,85,96,0,-11,NA,NA,NA
4708,2020-12-16,2020/21,FC Barcelona,Khimki Moscow Region,87,74,1,13,NA,NA,NA
4709,2020-12-17,2020/21,Anadolu Efes Istanbul,AX Milano,69,72,0,-3,NA,NA,NA
4710,2020-12-17,2020/21,Zalgiris Kaunas,Fenerbahce BEKO,99,62,1,37,NA,NA,NA
4711,2020-12-17,2020/21,Panathinaikos Athens,ALBA Berlin,92,69,1,23,NA,NA,NA
4712,2020-12-18,2020/21,CSKA Moscow,Zenit St. Petersburg,83,65,1,18,NA,NA,NA
4713,2020-12-18,2020/21,Crvena Zvezda Belgrade,Valencia Basket,76,73,1,3,NA,NA,NA
4714,2020-12-18,2020/21,FC Bayern München,Baskonia,77,66,1,11,NA,NA,NA
4715,2020-12-18,2020/21,LDLC ASVEL,Khimki Moscow Region,90,84,1,6,NA,NA,NA
4716,2020-12-18,2020/21,Olympiacos Piraeus,Real Madrid,82,86,0,-4,NA,NA,NA
4717,2020-12-18,2020/21,FC Barcelona,Maccabi Tel Aviv,67,68,0,-1,NA,NA,NA
4718,2020-12-22,2020/21,Anadolu Efes Istanbul,FC Barcelona,86,79,1,7,NA,NA,NA
4719,2020-12-22,2020/21,Zenit St. Petersburg,Crvena Zvezda Belgrade,98,69,1,29,NA,NA,NA
4720,2020-12-22,2020/21,Maccabi Tel Aviv,Panathinaikos Athens,89,81,1,8,NA,NA,NA
4721,2020-12-22,2020/21,LDLC ASVEL,CSKA Moscow,78,87,0,-9,NA,NA,NA
4722,2020-12-22,2020/21,Real Madrid,ALBA Berlin,91,62,1,29,NA,NA,NA
4723,2020-12-23,2020/21,Fenerbahce BEKO,Olympiacos Piraeus,84,77,1,7,NA,NA,NA
4724,2020-12-23,2020/21,Zalgiris Kaunas,FC Bayern München,74,73,1,1,NA,NA,NA
4725,2020-12-23,2020/21,AX Milano,Baskonia,79,84,0,-5,NA,NA,NA
4726,2020-12-23,2020/21,Valencia Basket,Khimki Moscow Region,88,82,1,6,NA,NA,NA
4727,2020-12-29,2020/21,Khimki Moscow Region,Olympiacos Piraeus,88,105,0,-17,NA,NA,NA
4728,2020-12-29,2020/21,Anadolu Efes Istanbul,Real Madrid,65,73,0,-8,NA,NA,NA
4729,2020-12-29,2020/21,ALBA Berlin,Zalgiris Kaunas,71,74,0,-3,NA,NA,NA
4730,2020-12-29,2020/21,Maccabi Tel Aviv,Zenit St. Petersburg,72,78,0,-6,NA,NA,NA
4731,2020-12-29,2020/21,Baskonia,Valencia Basket,71,70,1,1,NA,NA,NA
4732,2020-12-30,2020/21,Fenerbahce BEKO,LDLC ASVEL,81,59,1,22,NA,NA,NA
4733,2020-12-30,2020/21,Crvena Zvezda Belgrade,Panathinaikos Athens,74,71,1,3,NA,NA,NA
4734,2020-12-30,2020/21,FC Bayern München,FC Barcelona,90,77,1,13,NA,NA,NA
4735,2020-12-30,2020/21,AX Milano,CSKA Moscow,87,91,0,-4,NA,NA,NA
4736,2021-01-05,2020/21,ALBA Berlin,Baskonia,95,91,1,4,NA,NA,NA
4737,2021-01-07,2020/21,Crvena Zvezda Belgrade,Fenerbahce BEKO,71,73,0,-2,NA,NA,NA
4738,2021-01-07,2020/21,ALBA Berlin,Maccabi Tel Aviv,73,85,0,-12,NA,NA,NA
4739,2021-01-07,2020/21,Panathinaikos Athens,Zenit St. Petersburg,77,89,0,-12,NA,NA,NA
4740,2021-01-07,2020/21,FC Barcelona,Valencia Basket,89,72,1,17,NA,NA,NA
4741,2021-01-08,2020/21,Zalgiris Kaunas,Khimki Moscow Region,102,75,1,27,NA,NA,NA
4742,2021-01-08,2020/21,Olympiacos Piraeus,FC Bayern München,84,82,1,2,NA,NA,NA
4743,2021-01-08,2020/21,LDLC ASVEL,Anadolu Efes Istanbul,80,102,0,-22,NA,NA,NA
4744,2021-01-08,2020/21,Baskonia,CSKA Moscow,95,93,1,2,NA,NA,NA
4745,2021-01-08,2020/21,Real Madrid,AX Milano,76,80,0,-4,NA,NA,NA
4746,2021-01-12,2020/21,Khimki Moscow Region,FC Barcelona,75,87,0,-12,NA,NA,NA
4747,2021-01-12,2020/21,Anadolu Efes Istanbul,ALBA Berlin,84,76,1,8,NA,NA,NA
4748,2021-01-12,2020/21,Fenerbahce BEKO,Baskonia,96,76,1,20,NA,NA,NA
4749,2021-01-12,2020/21,AX Milano,Valencia Basket,95,80,1,15,NA,NA,NA
4750,2021-01-12,2020/21,Maccabi Tel Aviv,Olympiacos Piraeus,87,89,0,-2,NA,NA,NA
4751,2021-01-13,2020/21,CSKA Moscow,Zalgiris Kaunas,83,73,1,10,NA,NA,NA
4752,2021-01-13,2020/21,Panathinaikos Athens,LDLC ASVEL,88,71,1,17,NA,NA,NA
4753,2021-01-13,2020/21,FC Bayern München,Zenit St. Petersburg,82,80,1,2,NA,NA,NA
4754,2021-01-14,2020/21,Anadolu Efes Istanbul,Khimki Moscow Region,99,60,1,39,NA,NA,NA
4755,2021-01-14,2020/21,ALBA Berlin,AX Milano,70,84,0,-14,NA,NA,NA
4756,2021-01-14,2020/21,Maccabi Tel Aviv,Baskonia,91,82,1,9,NA,NA,NA
4757,2021-01-15,2020/21,CSKA Moscow,FC Barcelona,75,88,0,-13,NA,NA,NA
4758,2021-01-15,2020/21,Zenit St. Petersburg,Zalgiris Kaunas,77,65,1,12,NA,NA,NA
4759,2021-01-15,2020/21,Fenerbahce BEKO,Panathinaikos Athens,100,74,1,26,NA,NA,NA
